EBELN,EBELP,LIFNR,NAME1,MATNR,TXZ01,MATKL,BUKRS,EKORG,EKGRP,WERKS,MENGE,MEINS,NETPR,WAERS,NETWR,BEDAT,EINDT,BUDAT,KONNR,ZTERM,FRGKE,ERNAM,AENAM,CHANGE_COUNT
4500310,00010,0000100032,Belmont Industrie GmbH,MAT-100350,Insulated clamp type 11 (Raw steel and metals),MG20,4000,4000,P04,4010,232.0,TO,11.05,CHF,2563.6,2025-09-19,2025-10-13,2025-10-16,460032550,NT45,Approved,BUYER12,BUYER12,1
4500311,00010,0000100033,Cresthill Components SA,MAT-100000,Insulated membrane type 1 (Electrical components),MG10,1000,1000,P05,1010,38.0,EA,114.25,EUR,4341.5,2025-01-19,2025-02-20,2025-02-19,,NT60,Approved,BUYER10,BUYER10,0
4500311,00020,0000100033,Cresthill Components SA,MAT-100525,Compact clamp type 36 (Packaging materials),MG25,1000,1000,P05,1010,211.0,CAR,12.09,EUR,2550.99,2025-01-19,2025-02-20,2025-02-19,460033725,NT60,Approved,BUYER10,BUYER10,0
4500311,00030,0000100033,Cresthill Components SA,MAT-100007,High-temperature clamp type 2 (Mechanical parts),MG15,1000,1000,P05,1010,56.0,PC,732.25,EUR,41006.0,2025-01-19,2025-02-20,2025-02-19,460033207,NT60,Approved,BUYER10,BUYER10,1
4500311,00040,0000100033,Cresthill Components SA,MAT-100490,Industrial sensor type 31 (Safety equipment),MG60,1000,1000,P05,1010,12.0,BOX,203.4,EUR,2440.8,2025-01-19,2025-02-20,2025-02-19,460033690,NT60,Approved,BUYER10,BUYER10,2
4500312,00010,0000100033,Cresthill Components SA,MAT-100007,High-temperature clamp type 2 (Mechanical parts),MG15,1000,1000,P01,1010,14.0,PC,717.69,EUR,10047.66,2025-02-22,2025-03-20,2025-03-17,460033207,NT60,Approved,BUYER09,BUYER09,1
4500312,00020,0000100033,Cresthill Components SA,MAT-100525,Compact clamp type 36 (Packaging materials),MG25,1000,1000,P01,1010,349.0,CAR,11.95,EUR,4170.55,2025-02-22,2025-03-20,2025-03-17,460033725,NT60,Approved,BUYER09,BUYER09,1
4500313,00010,0000100033,Cresthill Components SA,MAT-100490,Industrial sensor type 31 (Safety equipment),MG60,1000,1000,P04,1010,52.0,BOX,201.52,EUR,10479.04,2025-03-21,2025-04-07,2025-04-10,460033690,NT60,Approved,BUYER04,BUYER04,4
4500314,00010,0000100033,Cresthill Components SA,MAT-100525,Compact clamp type 36 (Packaging materials),MG25,1000,1000,P04,1020,208.0,CAR,12.58,EUR,2616.64,2025-04-17,2025-05-21,2025-05-19,460033725,NT60,Approved,BUYER04,BUYER04,3
4500314,00020,0000100033,Cresthill Components SA,MAT-100007,High-temperature clamp type 2 (Mechanical parts),MG15,1000,1000,P04,1020,22.0,PC,744.32,EUR,16375.04,2025-04-17,2025-05-21,2025-05-19,460033207,NT60,Approved,BUYER04,BUYER04,1
4500314,00030,0000100033,Cresthill Components SA,MAT-100000,Insulated membrane type 1 (Electrical components),MG10,1000,1000,P04,1020,6.0,EA,109.95,EUR,659.7,2025-04-17,2025-05-21,2025-05-19,,NT60,Approved,BUYER04,BUYER04,0
4500314,00040,0000100033,Cresthill Components SA,MAT-100490,Industrial sensor type 31 (Safety equipment),MG60,1000,1000,P04,1020,39.0,BOX,196.26,EUR,7654.14,2025-04-17,2025-05-21,2025-05-19,460033690,NT60,Approved,BUYER04,BUYER04,2
4500315,00010,0000100033,Cresthill Components SA,MAT-100007,High-temperature clamp type 2 (Mechanical parts),MG15,1000,1000,P03,1020,46.0,PC,728.08,EUR,33491.68,2025-05-20,2025-06-08,2025-06-06,,NT60,Approved,BUYER06,BUYER06,2
4500315,00020,0000100033,Cresthill Components SA,MAT-100525,Compact clamp type 36 (Packaging materials),MG25,1000,1000,P03,1020,331.0,CAR,12.14,EUR,4018.34,2025-05-20,2025-06-08,2025-06-06,460033725,NT60,Approved,BUYER06,BUYER06,2
4500315,00030,0000100033,Cresthill Components SA,MAT-100490,Industrial sensor type 31 (Safety equipment),MG60,1000,1000,P03,1020,47.0,BOX,215.3,EUR,10119.1,2025-05-20,2025-06-08,2025-06-06,460033690,NT60,Approved,BUYER06,BUYER06,0
4500315,00040,0000100033,Cresthill Components SA,MAT-100000,Insulated membrane type 1 (Electrical components),MG10,1000,1000,P03,1020,31.0,EA,109.09,EUR,3381.79,2025-05-20,2025-06-08,2025-06-06,,NT60,Approved,BUYER06,BUYER06,3
4500316,00010,0000100033,Cresthill Components SA,MAT-100000,Insulated membrane type 1 (Electrical components),MG10,1000,1000,P01,1010,10.0,EA,111.17,EUR,1111.7,2025-06-14,2025-07-12,2025-07-12,,NT60,Approved,BUYER05,BUYER05,0
4500316,00020,0000100033,Cresthill Components SA,MAT-100007,High-temperature clamp type 2 (Mechanical parts),MG15,1000,1000,P01,1010,19.0,PC,698.15,EUR,13264.85,2025-06-14,2025-07-12,2025-07-12,460033207,NT60,Approved,BUYER05,BUYER05,1
4500316,00030,0000100033,Cresthill Components SA,MAT-100525,Compact clamp type 36 (Packaging materials),MG25,1000,1000,P01,1010,125.0,CAR,11.77,EUR,1471.25,2025-06-14,2025-07-12,2025-07-12,460033725,NT60,Approved,BUYER05,BUYER05,2
4500317,00010,0000100033,Cresthill Components SA,MAT-100007,High-temperature clamp type 2 (Mechanical parts),MG15,1000,1000,P06,1020,26.0,PC,691.79,EUR,17986.54,2025-07-10,2025-08-06,2025-08-08,460033207,NT60,Approved,BUYER02,BUYER02,3
4500317,00020,0000100033,Cresthill Components SA,MAT-100490,Industrial sensor type 31 (Safety equipment),MG60,1000,1000,P06,1020,0.0,BOX,202.1,EUR,0.0,2025-07-10,2025-08-06,2025-08-08,460033690,NT60,Approved,BUYER02,BUYER02,0
4500317,00030,0000100033,Cresthill Components SA,MAT-100525,Compact clamp type 36 (Packaging materials),MG25,1000,1000,P06,1020,384.0,CAR,11.98,EUR,4600.32,2025-07-10,2025-08-06,2025-08-08,460033725,NT60,Approved,BUYER02,BUYER02,0
4500318,00010,0000100033,Cresthill Components SA,MAT-100525,Compact clamp type 36 (Packaging materials),MG25,1000,1000,P01,1020,83.0,CAR,12.48,EUR,1035.84,2025-08-05,2025-08-25,2025-08-23,460033725,NT60,Approved,BUYER11,BUYER11,3
4500318,00020,0000100033,Cresthill Components SA,MAT-100000,Insulated membrane type 1 (Electrical components),MG10,1000,1000,P01,1020,21.0,EA,116.17,EUR,2439.57,2025-08-05,2025-08-25,2025-08-23,,NT60,Approved,BUYER11,BUYER11,1
4500319,00010,0000100033,Cresthill Components SA,MAT-100000,Insulated membrane type 1 (Electrical components),MG10,1000,1000,P02,1010,22.0,EA,114.42,EUR,2517.24,2025-09-09,2025-10-15,2025-10-14,,NT60,Approved,BUYER01,BUYER01,3
4500319,00020,0000100033,Cresthill Components SA,MAT-100490,Industrial sensor type 31 (Safety equipment),MG60,1000,1000,P02,1010,31.0,BOX,214.77,EUR,6657.87,2025-09-09,2025-10-15,2025-10-14,460033690,NT60,Approved,BUYER01,BUYER01,0
4500320,00010,0000100033,Cresthill Components SA,MAT-100007,High-temperature clamp type 2 (Mechanical parts),MG15,1000,1000,P04,1010,56.0,PC,747.3,EUR,41848.8,2025-10-17,2025-10-27,2025-10-25,460033207,NT60,Blocked,BUYER06,BUYER06,1
4500321,00010,0000100033,Cresthill Components SA,MAT-100007,High-temperature clamp type 2 (Mechanical parts),MG15,1000,1000,P05,1010,13.0,PC,691.69,EUR,8991.97,2025-11-11,2025-11-23,2025-11-19,460033207,NT60,Approved,BUYER02,BUYER02,1
4500321,00020,0000100033,Cresthill Components SA,MAT-100525,Compact clamp type 36 (Packaging materials),MG25,1000,1000,P05,1010,212.0,CAR,12.14,EUR,2573.68,2025-11-11,2025-11-23,2025-11-19,460033725,NT60,Approved,BUYER02,BUYER02,0
4500321,00030,0000100033,Cresthill Components SA,MAT-100490,Industrial sensor type 31 (Safety equipment),MG60,1000,1000,P05,1010,40.0,BOX,203.5,EUR,8140.0,2025-11-11,2025-11-23,2025-11-19,460033690,NT60,Approved,BUYER02,BUYER02,4
4500321,00040,0000100033,Cresthill Components SA,MAT-100000,Insulated membrane type 1 (Electrical components),MG10,1000,1000,P05,1010,17.0,EA,110.3,EUR,1875.1,2025-11-11,2025-11-23,2025-11-19,,NT60,Approved,BUYER02,BUYER02,2
4500322,00010,0000100034,Dunmore Supply Ltd,MAT-100546,Industrial housing type 39 (IT hardware),MG40,2000,2000,P01,2010,7.35,PC,2218.07,USD,16302.81,2025-01-14,2025-02-08,2025-02-05,,NT45,Approved,BUYER09,BUYER09,2
4500323,00010,0000100034,Dunmore Supply Ltd,MAT-100063,Stainless gasket type 10 (Laboratory equipment),MG55,2000,2000,P04,2020,5.0,PC,2342.19,USD,11710.95,2025-02-25,2025-03-19,2025-03-16,460034263,NT45,Approved,BUYER03,BUYER03,1
4500324,00010,0000100034,Dunmore Supply Ltd,MAT-100063,Stainless gasket type 10 (Laboratory equipment),MG55,2000,2000,P02,2020,5.0,PC,2233.29,USD,11166.45,2025-04-04,2025-04-29,2025-04-25,460034263,NT45,Approved,BUYER06,BUYER06,4
4500324,00020,0000100034,Dunmore Supply Ltd,MAT-100273,Insulated gasket type 40 (Packaging materials),MG25,2000,2000,P02,2020,64.0,CAR,2.62,USD,167.68,2025-04-04,2025-04-29,2025-04-25,460034473,NT45,Approved,BUYER06,BUYER06,4
4500324,00030,0000100034,Dunmore Supply Ltd,MAT-100546,Industrial housing type 39 (IT hardware),MG40,2000,2000,P02,2020,7.47,PC,2181.6,USD,16296.55,2025-04-04,2025-04-29,2025-04-25,,NT45,Approved,BUYER06,BUYER06,4
4500325,00010,0000100034,Dunmore Supply Ltd,MAT-100063,Stainless gasket type 10 (Laboratory equipment),MG55,2000,2000,P06,2020,11.0,PC,2298.38,USD,25282.18,2025-05-02,2025-06-10,2025-06-05,460034263,NT45,Approved,BUYER07,BUYER07,2
4500325,00020,0000100034,Dunmore Supply Ltd,MAT-100546,Industrial housing type 39 (IT hardware),MG40,2000,2000,P06,2020,5.0,PC,2090.61,USD,10453.05,2025-05-02,2025-06-10,2025-06-05,,NT45,Approved,BUYER07,BUYER07,4
4500325,00030,0000100034,Dunmore Supply Ltd,MAT-100273,Insulated gasket type 40 (Packaging materials),MG25,2000,2000,P06,2020,110.0,CAR,2.7,USD,297.0,2025-05-02,2025-06-10,2025-06-05,460034473,NT45,Approved,BUYER07,BUYER07,0
4500326,00010,0000100034,Dunmore Supply Ltd,MAT-100063,Stainless gasket type 10 (Laboratory equipment),MG55,2000,2000,P03,2020,2.0,PC,2398.38,USD,4796.76,2025-05-30,2025-07-10,2025-07-11,460034263,NT45,Approved,BUYER11,BUYER11,4
4500326,00020,0000100034,Dunmore Supply Ltd,MAT-100546,Industrial housing type 39 (IT hardware),MG40,2000,2000,P03,2020,10.0,PC,2123.07,USD,21230.7,2025-05-30,2025-07-10,2025-07-11,,NT45,Approved,BUYER11,BUYER11,3
4500326,00030,0000100034,Dunmore Supply Ltd,MAT-100273,Insulated gasket type 40 (Packaging materials),MG25,2000,2000,P03,2020,63.0,CAR,2.67,USD,168.21,2025-05-30,2025-07-10,2025-07-11,460034473,NT45,Approved,BUYER11,BUYER11,1
4500327,00010,0000100034,Dunmore Supply Ltd,MAT-100546,Industrial housing type 39 (IT hardware),MG40,2000,2000,P01,2010,2.0,PC,2184.4,USD,4368.8,2025-06-26,2025-07-19,2025-07-14,,NT45,Approved,BUYER11,BUYER11,1
4500327,00020,0000100034,Dunmore Supply Ltd,MAT-100063,Stainless gasket type 10 (Laboratory equipment),MG55,2000,2000,P01,2010,11.0,PC,2379.22,USD,26171.42,2025-06-26,2025-07-19,2025-07-14,460034263,NT45,Approved,BUYER11,BUYER11,4
4500328,00010,0000100034,Dunmore Supply Ltd,MAT-100273,Insulated gasket type 40 (Packaging materials),MG25,2000,2000,P01,2020,366.0,CAR,2.74,USD,1002.84,2025-08-01,2025-09-09,2025-09-12,460034473,NT45,Approved,BUYER05,BUYER05,3
4500328,00020,0000100034,Dunmore Supply Ltd,MAT-100063,Stainless gasket type 10 (Laboratory equipment),MG55,2000,2000,P01,2020,4.0,PC,2216.97,USD,8867.88,2025-08-01,2025-09-09,2025-09-12,460034263,NT45,Approved,BUYER05,BUYER05,2
4500328,00030,0000100034,Dunmore Supply Ltd,MAT-100546,Industrial housing type 39 (IT hardware),MG40,2000,2000,P01,2020,5.0,PC,2195.5,USD,10977.5,2025-08-01,2025-09-09,2025-09-12,,NT45,Approved,BUYER05,BUYER05,4
4500329,00010,0000100034,Dunmore Supply Ltd,MAT-100546,Industrial housing type 39 (IT hardware),MG40,2000,2000,P03,2020,7.0,PC,2041.98,USD,14293.86,2025-09-06,2025-10-15,2025-10-11,,NT45,Approved,BUYER12,BUYER12,3
4500329,00020,0000100034,Dunmore Supply Ltd,MAT-100273,Insulated gasket type 40 (Packaging materials),MG25,2000,2000,P03,2020,361.0,CAR,2.53,USD,913.33,2025-09-06,2025-10-15,2025-10-11,460034473,NT45,Approved,BUYER12,BUYER12,0
4500330,00010,0000100034,Dunmore Supply Ltd,MAT-100546,Industrial housing type 39 (IT hardware),MG40,2000,2000,P01,2010,5.0,PC,2060.36,USD,10301.8,2025-10-08,2025-10-20,2025-10-23,,NT45,Approved,BUYER02,BUYER02,1
4500330,00020,0000100034,Dunmore Supply Ltd,MAT-100273,Insulated gasket type 40 (Packaging materials),MG25,2000,2000,P01,2010,278.0,CAR,2.59,USD,720.02,2025-10-08,2025-10-20,2025-11-07,460034473,NT45,Approved,BUYER02,BUYER02,4
4500330,00030,0000100034,Dunmore Supply Ltd,MAT-100063,Stainless gasket type 10 (Laboratory equipment),MG55,2000,2000,P01,2010,3.0,PC,2385.52,USD,7156.56,2025-10-08,2025-10-20,2025-10-23,460034263,NT45,Approved,BUYER02,BUYER02,2
4500331,00010,0000100034,Dunmore Supply Ltd,MAT-100063,Stainless gasket type 10 (Laboratory equipment),MG55,2000,2000,P06,2020,3.0,PC,2355.26,USD,7065.78,2025-11-18,2025-12-11,2025-12-07,460034263,NT45,Approved,BUYER08,BUYER08,1
4500331,00020,0000100034,Dunmore Supply Ltd,MAT-100273,Insulated gasket type 40 (Packaging materials),MG25,2000,2000,P06,2020,163.0,CAR,2.67,USD,435.21,2025-11-18,2025-12-11,2025-12-07,460034473,NT45,Approved,BUYER08,BUYER08,4
4500331,00030,0000100034,Dunmore Supply Ltd,MAT-100546,Industrial housing type 39 (IT hardware),MG40,2000,2000,P06,2020,3.0,PC,2206.09,USD,6618.27,2025-11-18,2025-12-11,2025-12-07,,NT45,Approved,BUYER08,BUYER08,0
4500332,00010,0000100035,Eastvale Manufacturing AG,MAT-100357,High-temperature sensor type 12 (Packaging materials),MG25,3000,3000,P01,3010,283.0,CAR,5.35,GBP,1514.05,2025-01-08,2025-02-10,2025-02-06,460035557,Z030,Approved,BUYER09,BUYER09,3
4500332,00020,0000100035,Eastvale Manufacturing AG,MAT-100084,Stainless connector type 13 (Electrical components),MG10,3000,3000,P01,3010,44.0,EA,286.38,GBP,12600.72,2025-01-08,2025-02-10,2025-02-06,,Z030,Approved,BUYER09,BUYER09,0
4500333,00010,0000100035,Eastvale Manufacturing AG,MAT-100084,Stainless connector type 13 (Electrical components),MG10,3000,3000,P01,3010,37.0,EA,294.33,GBP,10890.21,2025-02-22,2025-04-03,2025-04-04,,Z030,Approved,BUYER06,BUYER06,2
4500334,00010,0000100035,Eastvale Manufacturing AG,MAT-100084,Stainless connector type 13 (Electrical components),MG10,3000,3000,P05,3010,31.0,EA,283.83,GBP,8798.73,2025-03-27,2025-04-24,2025-04-25,,Z030,Approved,BUYER07,BUYER07,0
4500334,00020,0000100035,Eastvale Manufacturing AG,MAT-100357,High-temperature sensor type 12 (Packaging materials),MG25,3000,3000,P05,3010,73.0,CAR,5.6,GBP,408.8,2025-03-27,2025-04-24,2025-03-15,460035557,Z030,Approved,BUYER07,BUYER07,1
4500335,00010,0000100035,Eastvale Manufacturing AG,MAT-100357,High-temperature sensor type 12 (Packaging materials),MG25,3000,3000,P03,3010,358.0,CAR,5.54,GBP,1983.32,2025-05-20,2025-06-05,2025-06-01,460035557,Z030,Approved,BUYER08,BUYER08,4
4500335,00020,0000100035,Eastvale Manufacturing AG,MAT-100084,Stainless connector type 13 (Electrical components),MG10,3000,3000,P03,3010,49.0,EA,287.33,GBP,14079.17,2025-05-20,2025-06-05,2025-06-01,,Z030,Approved,BUYER08,BUYER08,2
4500336,00010,0000100035,Eastvale Manufacturing AG,MAT-100084,Stainless connector type 13 (Electrical components),MG10,3000,3000,P04,3010,37.0,EA,286.03,GBP,10583.11,2025-06-21,2025-07-10,2025-07-07,,Z030,Approved,BUYER09,BUYER09,0
4500336,00020,0000100035,Eastvale Manufacturing AG,MAT-100357,High-temperature sensor type 12 (Packaging materials),MG25,3000,3000,P04,3010,226.0,CAR,5.62,GBP,1270.12,2025-06-21,2025-07-10,2025-07-07,460035557,Z030,Approved,BUYER09,BUYER09,0
4500337,00010,0000100035,Eastvale Manufacturing AG,MAT-100357,High-temperature sensor type 12 (Packaging materials),MG25,3000,3000,P05,3010,54.0,CAR,5.39,GBP,291.06,2025-08-07,2025-08-26,2025-08-29,460035557,Z030,Approved,BUYER03,BUYER03,3
4500338,00010,0000100035,Eastvale Manufacturing AG,MAT-100357,High-temperature sensor type 12 (Packaging materials),MG25,3000,3000,P04,3010,43.0,CAR,5.49,GBP,236.07,2025-09-25,2025-10-31,2025-10-26,460035557,Z030,Approved,BUYER05,BUYER05,0
4500338,00020,0000100035,Eastvale Manufacturing AG,MAT-100084,Stainless connector type 13 (Electrical components),MG10,3000,3000,P04,3010,21.0,EA,285.95,GBP,6004.95,2025-09-25,2025-10-31,2025-10-26,,Z030,Approved,BUYER05,BUYER05,4
4500339,00010,0000100035,Eastvale Manufacturing AG,MAT-100084,Stainless connector type 13 (Electrical components),MG10,3000,3000,P02,3010,21.0,EA,290.48,GBP,6100.08,2025-11-10,2025-11-26,2025-11-22,,Z030,Approved,BUYER10,BUYER10,0
4500339,00020,0000100035,Eastvale Manufacturing AG,MAT-100357,High-temperature sensor type 12 (Packaging materials),MG25,3000,3000,P02,3010,34.0,CAR,5.34,GBP,181.56,2025-11-10,2025-11-26,2025-11-22,460035557,Z030,Approved,BUYER10,BUYER10,1
4500340,00010,0000100036,Foxglove Components SA,MAT-100462,High-temperature filter type 27 (IT hardware),MG40,4000,4000,P01,4010,24.0,PC,250.2,CHF,6004.8,2025-01-22,2025-02-13,2025-02-12,,Z060,Approved,BUYER08,BUYER08,4
4500340,00020,0000100036,Foxglove Components SA,MAT-100203,Compact seal ring type 30 (Office and facility supplies),MG35,4000,4000,P01,4010,325.0,PC,26.98,CHF,8768.5,2025-01-22,2025-02-13,2025-02-12,460036403,Z060,Approved,BUYER08,BUYER08,2
4500340,00030,0000100036,Foxglove Components SA,MAT-100343,Low-friction filter type 10 (Mechanical parts),MG15,4000,4000,P01,4010,36.0,EA,93.14,CHF,3353.04,2025-01-22,2025-02-13,2025-02-12,460036543,Z060,Approved,BUYER08,BUYER08,4
4500340,00040,0000100036,Foxglove Components SA,MAT-100574,Compact filter type 3 (Safety equipment),MG60,4000,4000,P01,4010,49.0,BOX,147.21,CHF,7213.29,2025-01-22,2025-02-13,2025-02-12,460036774,Z060,Approved,BUYER08,BUYER08,3
4500341,00010,0000100036,Foxglove Components SA,MAT-100462,High-temperature filter type 27 (IT hardware),MG40,4000,4000,P03,4010,49.0,PC,246.7,CHF,12088.3,2025-02-27,2025-03-14,2025-03-09,,Z060,Approved,BUYER06,BUYER06,1
4500341,00020,0000100036,Foxglove Components SA,MAT-100343,Low-friction filter type 10 (Mechanical parts),MG15,4000,4000,P03,4010,17.0,EA,100.28,CHF,1704.76,2025-02-27,2025-03-14,2025-03-09,460036543,Z060,Approved,BUYER06,BUYER06,2
4500341,00030,0000100036,Foxglove Components SA,MAT-100280,Insulated terminal block type 1 (Chemicals and lubricants),MG30,4000,4000,P03,4010,138.0,KG,24.5,CHF,3381.0,2025-02-27,2025-03-14,2025-03-09,460036480,Z060,Approved,BUYER06,BUYER06,4
4500342,00010,0000100036,Foxglove Components SA,MAT-100343,Low-friction filter type 10 (Mechanical parts),MG15,4000,4000,P06,4010,55.0,EA,98.37,CHF,5410.35,2025-04-05,2025-05-08,2025-05-11,460036543,Z060,Approved,BUYER05,BUYER05,1
4500342,00020,0000100036,Foxglove Components SA,MAT-100574,Compact filter type 3 (Safety equipment),MG60,4000,4000,P06,4010,43.0,BOX,154.18,CHF,6629.74,2025-04-05,2025-05-08,2025-05-11,460036774,Z060,Approved,BUYER05,BUYER05,2
4500343,00010,0000100036,Foxglove Components SA,MAT-100574,Compact filter type 3 (Safety equipment),MG60,4000,4000,P05,4010,55.0,BOX,147.7,CHF,8123.5,2025-04-26,2025-06-01,2025-06-04,460036774,Z060,Open,BUYER04,BUYER04,4
4500344,00010,0000100036,Foxglove Components SA,MAT-100574,Compact filter type 3 (Safety equipment),MG60,4000,4000,P01,4010,58.0,BOX,155.13,CHF,8997.54,2025-05-19,2025-06-15,2025-06-14,460036774,Z060,Approved,BUYER10,BUYER10,1
4500344,00020,0000100036,Foxglove Components SA,MAT-100462,High-temperature filter type 27 (IT hardware),MG40,4000,4000,P01,4010,10.0,PC,245.41,CHF,2454.1,2025-05-19,2025-06-15,2025-06-14,,Z060,Approved,BUYER10,BUYER10,2
4500345,00010,0000100036,Foxglove Components SA,MAT-100462,High-temperature filter type 27 (IT hardware),MG40,4000,4000,P04,4010,6.0,PC,245.54,CHF,1473.24,2025-06-11,2025-07-05,2025-07-02,,Z060,Approved,BUYER02,BUYER02,0
4500345,00020,0000100036,Foxglove Components SA,MAT-100343,Low-friction filter type 10 (Mechanical parts),MG15,4000,4000,P04,4010,60.0,EA,97.04,CHF,5822.4,2025-06-11,2025-07-05,2025-07-02,460036543,Z060,Approved,BUYER02,BUYER02,0
4500345,00030,0000100036,Foxglove Components SA,MAT-100574,Compact filter type 3 (Safety equipment),MG60,4000,4000,P04,4010,25.0,BOX,146.3,CHF,3657.5,2025-06-11,2025-07-05,2025-07-02,460036774,Z060,Approved,BUYER02,BUYER02,1
4500345,00040,0000100036,Foxglove Components SA,MAT-100203,Compact seal ring type 30 (Office and facility supplies),MG35,4000,4000,P04,4010,143.0,PC,26.92,CHF,3849.56,2025-06-11,2025-07-05,2025-07-02,460036403,Z060,Approved,BUYER02,BUYER02,1
4500346,00010,0000100036,Foxglove Components SA,MAT-100462,High-temperature filter type 27 (IT hardware),MG40,4000,4000,P04,4010,8.0,PC,246.33,CHF,1970.64,2025-07-17,2025-08-17,2025-08-18,,Z060,Approved,BUYER12,BUYER12,2
4500346,00020,0000100036,Foxglove Components SA,MAT-100574,Compact filter type 3 (Safety equipment),MG60,4000,4000,P04,4010,59.0,BOX,152.96,CHF,9024.64,2025-07-17,2025-08-17,2025-08-18,460036774,Z060,Approved,BUYER12,BUYER12,3
4500347,00010,0000100036,Foxglove Components SA,MAT-100574,Compact filter type 3 (Safety equipment),MG60,4000,4000,P01,4010,14.0,BOX,151.02,CHF,2114.28,2025-08-09,2025-09-01,2025-08-31,460036774,Z060,Approved,BUYER07,BUYER07,2
4500348,00010,0000100036,Foxglove Components SA,MAT-100343,Low-friction filter type 10 (Mechanical parts),MG15,4000,4000,P04,4010,35.2,EA,96.2,CHF,3386.24,2025-09-06,2025-10-07,2025-10-03,460036543,Z060,Open,BUYER01,BUYER01,2
4500348,00020,0000100036,Foxglove Components SA,MAT-100280,Insulated terminal block type 1 (Chemicals and lubricants),MG30,4000,4000,P04,4010,173.36,KG,23.84,CHF,4132.9,2025-09-06,2025-10-07,2025-10-03,460036480,Z060,Open,BUYER01,BUYER01,3
4500348,00030,0000100036,Foxglove Components SA,MAT-100574,Compact filter type 3 (Safety equipment),MG60,4000,4000,P04,4010,4.4,BOX,146.45,CHF,644.38,2025-09-06,2025-10-07,2025-10-03,460036774,Z060,Open,BUYER01,BUYER01,3
4500349,00010,0000100036,Foxglove Components SA,MAT-100203,Compact seal ring type 30 (Office and facility supplies),MG35,4000,4000,P02,4010,329.12,PC,25.43,CHF,8369.52,2025-10-02,2025-10-19,2025-10-21,460036403,Z060,Open,BUYER03,BUYER03,0
4500350,00010,0000100036,Foxglove Components SA,MAT-100203,Compact seal ring type 30 (Office and facility supplies),MG35,4000,4000,P02,4010,314.0,PC,26.35,CHF,8273.9,2025-11-07,2025-12-13,2025-12-13,460036403,Z060,Approved,BUYER12,BUYER12,1
4500350,00020,0000100036,Foxglove Components SA,MAT-100343,Low-friction filter type 10 (Mechanical parts),MG15,4000,4000,P02,4010,28.0,EA,94.22,CHF,2638.16,2025-11-07,2025-12-13,2025-12-13,460036543,Z060,Approved,BUYER12,BUYER12,2
4500350,00030,0000100036,Foxglove Components SA,MAT-100462,High-temperature filter type 27 (IT hardware),MG40,4000,4000,P02,4010,55.0,PC,248.82,CHF,13685.1,2025-11-07,2025-12-13,2025-12-13,,Z060,Approved,BUYER12,BUYER12,2
4500350,00040,0000100036,Foxglove Components SA,MAT-100574,Compact filter type 3 (Safety equipment),MG60,4000,4000,P02,4010,50.0,BOX,143.25,CHF,7162.5,2025-11-07,2025-12-13,2025-12-13,460036774,Z060,Approved,BUYER12,BUYER12,0
4500351,00010,0000100036,Foxglove Components SA,MAT-100280,Insulated terminal block type 1 (Chemicals and lubricants),MG30,4000,4000,P01,4010,303.0,KG,23.86,CHF,7229.58,2025-11-29,2025-12-22,2025-12-25,460036480,Z060,Approved,BUYER05,BUYER05,3
4500351,00020,0000100036,Foxglove Components SA,MAT-100574,Compact filter type 3 (Safety equipment),MG60,4000,4000,P01,4010,1357.88,BOX,157.34,CHF,213648.84,2025-11-29,2025-12-22,2025-12-25,460036774,Z060,Approved,BUYER05,BUYER05,1
4500351,00030,0000100036,Foxglove Components SA,MAT-100462,High-temperature filter type 27 (IT hardware),MG40,4000,4000,P01,4010,16.0,PC,258.09,CHF,4129.44,2025-11-29,2025-12-22,2025-12-25,,Z060,Approved,BUYER05,BUYER05,3
4500351,00040,0000100036,Foxglove Components SA,MAT-100343,Low-friction filter type 10 (Mechanical parts),MG15,4000,4000,P01,4010,14.0,EA,96.53,CHF,1351.42,2025-11-29,2025-12-22,2025-12-25,460036543,Z060,Approved,BUYER05,BUYER05,0
4500352,00010,0000100037,Glenmore Logistics AS,MAT-100196,Low-friction bracket type 29 (Chemicals and lubricants),MG30,1000,1000,P04,1010,29.0,KG,13.09,EUR,379.61,2025-01-08,2025-01-22,2025-01-18,460037396,NT30,Approved,BUYER08,BUYER08,1
4500352,00020,0000100037,Glenmore Logistics AS,MAT-100518,Stainless pulley type 35 (Raw steel and metals),MG20,1000,1000,P04,1010,292.0,KG,19.86,EUR,5799.12,2025-01-08,2025-01-22,2025-01-18,460037718,NT30,Approved,BUYER08,BUYER08,4
4500352,00030,0000100037,Glenmore Logistics AS,MAT-100259,Stainless bracket type 38 (Mechanical parts),MG15,1000,1000,P04,1010,49.0,PC,737.88,EUR,36156.12,2025-01-08,2025-01-22,2025-01-18,460037459,NT30,Approved,BUYER08,BUYER08,3
4500353,00010,0000100037,Glenmore Logistics AS,MAT-100518,Stainless pulley type 35 (Raw steel and metals),MG20,1000,1000,P04,1020,397.0,KG,18.23,EUR,7237.31,2025-01-29,2025-02-16,2025-02-17,460037718,NT30,Approved,BUYER02,BUYER02,4
4500354,00010,0000100037,Glenmore Logistics AS,MAT-100518,Stainless pulley type 35 (Raw steel and metals),MG20,1000,1000,P03,1020,125.0,KG,18.96,EUR,2370.0,2025-03-03,2025-03-31,2025-03-26,460037718,NT30,Approved,BUYER06,BUYER06,3
