EBELN,EBELP,LIFNR,NAME1,MATNR,TXZ01,MATKL,BUKRS,EKORG,EKGRP,WERKS,MENGE,MEINS,NETPR,WAERS,NETWR,BEDAT,EINDT,BUDAT,KONNR,ZTERM,FRGKE,ERNAM,AENAM,CHANGE_COUNT,POSTING_DATE,SPEND_CATEGORY,SUB_CATEGORY,CONTRACT_STATUS,PREFERRED_SUPPLIER,BASELINE_PRICE,ACTUAL_PRICE,PAYMENT_STATUS
5500567,00010,0000200017,Larkspur Logistics AS,SPM-100069,Reinforced control unit type 24,MG55,2000,2000,P05,2020,18.0,KG,710.36,USD,12786.48,2024-09-05,2024-09-22,2024-09-25,460017269,NT45,Approved,BUYER07,BUYER14,1,2024-09-24,Laboratory,Instruments,Contracted,Preferred,710.36,710.36,Paid
5500594,00010,0000200035,Eastvale Technologies Oy,SPM-100105,Insulated pulley type 36,MG20,5000,5000,P05,5010,102.0,BOX,296.19,SEK,30211.38,2024-09-10,2024-10-14,2024-10-17,460035305,NT45,Approved,BUYER07,BUYER02,1,2024-09-24,Raw Materials,Polymers,Contracted,Preferred,296.19,296.19,Paid
5500594,00020,0000200035,Eastvale Technologies Oy,SPM-100321,Modular service block type 18,MG30,5000,5000,P01,5010,285.0,PC,375.46,SEK,107006.1,2024-09-12,2024-10-22,2024-10-22,460035521,Z030,Approved,BUYER11,BUYER03,2,2024-09-24,Raw Materials,Polymers,Contracted,Preferred,375.46,375.46,Open
5500594,00030,0000200035,Eastvale Technologies Oy,SPM-100276,Heavy-duty filter type 3,MG15,5000,5000,P05,5010,48.0,KG,3968.03,SEK,190465.44,2024-09-13,2024-10-06,2024-10-10,460035476,NT30,Approved,BUYER13,BUYER01,3,2024-09-24,Components,Fasteners,Contracted,Preferred,3968.03,3968.03,Open
5500604,00010,0000200040,Kingsley Supply Ltd,SPM-100231,Industrial adapter type 33,MG25,5000,5000,P01,5010,206.0,BOX,59.19,SEK,12193.14,2024-09-22,2024-10-16,2024-10-13,460040431,Z030,Approved,BUYER08,BUYER04,2,2024-09-24,Packaging,Films,Contracted,Preferred,59.19,59.19,Overdue
5500542,00010,0000200003,Vertex Materials SpA,SPM-100177,Stainless gasket type 15,MG30,3000,3000,P02,3010,267.0,BOX,1.6,GBP,427.2,2024-09-09,2024-10-14,2024-10-11,460003377,NT45,Approved,BUYER08,BUYER06,2,2024-09-25,Raw Materials,Chemicals,Contracted,Preferred,1.6,1.6,Open
5500555,00010,0000200010,Driftwood Engineering Sp. z o.o.,SPM-100030,Reinforced connector type 11,MG50,5000,5000,P01,5010,43.0,L,2935.09,SEK,126208.87,2024-09-23,2024-10-10,2024-10-14,460010230,NT60,Approved,BUYER12,BUYER01,0,2024-09-25,Logistics,Couriers,Contracted,Preferred,2935.09,2935.09,Paid
5500555,00020,0000200010,Driftwood Engineering Sp. z o.o.,SPM-100096,Industrial filter type 33,MG40,5000,5000,P04,5010,7.0,KG,11990.12,SEK,83930.84,2024-09-15,2024-10-03,2024-10-04,460010296,Z045,Approved,BUYER01,BUYER01,2,2024-09-25,IT and Telecom,Software Licences,Contracted,Preferred,11990.12,11990.12,Open
5500571,00010,0000200019,Northgate Technologies Oy,SPM-100147,Insulated connector type 5,MG35,4000,4000,P05,4010,50.0,KG,179.95,CHF,8997.5,2024-09-18,2024-09-28,2024-09-28,460019347,Z030,Approved,BUYER02,BUYER06,3,2024-09-25,Facilities,Energy,Contracted,Preferred,179.95,179.95,Open
5500584,00010,0000200028,Westford Technologies Oy,SPM-100312,Insulated pallet type 15,MG41,3000,3000,P03,3010,6.0,BOX,788.32,GBP,4729.92,2024-09-14,2024-10-05,2024-10-08,460028512,NT30,Approved,BUYER01,BUYER11,1,2024-09-25,IT and Telecom,Hardware,Contracted,Preferred,788.32,788.32,Overdue
5500584,00020,0000200028,Westford Technologies Oy,SPM-100168,Precision housing type 12,MG41,3000,3000,P04,3010,9.0,L,1438.2,GBP,12943.8,2024-09-22,2024-10-09,2024-10-07,460028368,NT30,Approved,BUYER09,BUYER11,2,2024-09-25,IT and Telecom,Network,Contracted,Preferred,1438.2,1438.2,Paid
5500600,00010,0000200038,Hollowbrook Industrie GmbH,SPM-100129,Stainless licence pack type 44,MG30,3000,3000,P01,3010,383.0,L,14.0,GBP,5362.0,2024-09-08,2024-09-27,2024-10-01,460038329,NT45,Approved,BUYER10,BUYER10,2,2024-09-25,Raw Materials,Metals,Contracted,Preferred,14.0,14.0,Paid
5500600,00020,0000200038,Hollowbrook Industrie GmbH,SPM-100114,Compact cartridge type 39,MG60,3000,3000,P01,3010,1.0,KG,1328.93,GBP,1328.93,2024-09-13,2024-10-17,2024-10-17,460038314,NT60,Approved,BUYER13,BUYER13,0,2024-09-25,Professional Services,Audit,Contracted,Preferred,1328.93,1328.93,Paid
5500600,00030,0000200038,Hollowbrook Industrie GmbH,SPM-100123,Recycled housing type 42,MG45,3000,3000,P03,3010,38.0,L,281.35,GBP,10691.3,2024-09-19,2024-10-22,2024-10-25,460038323,Z045,Approved,BUYER13,BUYER14,1,2024-09-25,Facilities,Energy,Contracted,Preferred,281.35,281.35,Paid
5502077,00010,0000200042,Milbrook Components SA,SPM-100348,Recycled pallet type 27,MG10,2000,2000,P04,2010,66.0,L,266.81,USD,17609.46,2024-09-06,2024-09-21,2024-09-24,460042548,NT60,Approved,BUYER05,BUYER06,0,2024-09-25,Components,Fasteners,Contracted,Preferred,266.81,266.81,Overdue
5500553,00010,0000200009,Cobalt Manufacturing AG,SPM-100330,Heavy-duty bearing type 21,MG60,4000,4000,P02,4010,2.0,PC,1565.14,CHF,3130.28,2024-09-22,2024-10-31,2024-11-03,460009530,NT30,Approved,BUYER06,BUYER14,0,2024-09-26,Professional Services,Training,Contracted,Preferred,1565.14,1565.14,Paid
5500553,00020,0000200009,Cobalt Manufacturing AG,SPM-100342,Compact pulley type 25,MG50,4000,4000,P02,4010,8.0,L,819.2,CHF,6553.6,2024-09-09,2024-09-19,2024-09-16,460009542,NT30,Approved,BUYER12,BUYER12,1,2024-09-26,Logistics,Couriers,Contracted,Preferred,819.2,819.2,Paid
5500589,00010,0000200030,Zenith Engineering Sp. z o.o.,SPM-100096,Industrial filter type 33,MG40,5000,5000,P01,5010,6.0,KG,11866.01,SEK,71196.06,2024-09-17,2024-10-16,2024-10-20,460030296,NT60,Approved,BUYER14,BUYER06,3,2024-09-26,IT and Telecom,Software Licences,Contracted,Preferred,11866.01,11866.01,Paid
5500591,00010,0000200031,Ashford Logistics AS,SPM-100357,Stainless cartridge type 30,MG55,1000,1000,P03,1010,1.0,EA,1937.36,EUR,1937.36,2024-09-21,2024-10-25,2024-10-28,460031557,NT30,Approved,BUYER14,BUYER10,3,2024-09-26,Laboratory,Consumables,Contracted,Non-preferred,1937.36,1937.36,Paid
5500591,00020,0000200031,Ashford Logistics AS,SPM-100312,Insulated pallet type 15,MG41,1000,1000,P03,1010,5.0,BOX,923.71,EUR,4618.55,2024-09-12,2024-09-29,2024-10-03,460031512,NT60,Approved,BUYER01,BUYER09,3,2024-09-26,IT and Telecom,Hardware,Contracted,Non-preferred,923.71,923.71,Paid
5500609,00010,0000200042,Milbrook Components SA,SPM-100306,High-temperature pulley type 13,MG60,2000,2000,P05,2020,2.0,L,1204.36,USD,2408.72,2024-09-17,2024-10-03,2024-10-06,460042506,Z030,Approved,BUYER01,BUYER06,2,2024-09-26,Professional Services,Training,Contracted,Preferred,1204.36,1204.36,Paid
5500609,00020,0000200042,Milbrook Components SA,SPM-100177,Stainless gasket type 15,MG30,2000,2000,P04,2010,176.0,BOX,2.07,USD,364.32,2024-09-22,2024-10-25,2024-10-27,460042377,Z030,Approved,BUYER13,BUYER06,2,2024-09-26,Raw Materials,Chemicals,Contracted,Preferred,2.07,2.07,Open
5500609,00030,0000200042,Milbrook Components SA,SPM-100012,Precision bearing type 5,MG10,2000,2000,P02,2020,49.0,KG,817.07,USD,40036.43,2024-09-24,2024-11-02,2024-11-02,460042212,NT45,Approved,BUYER06,BUYER05,1,2024-09-26,Components,Mechanical,Contracted,Preferred,817.07,817.07,Open
5500566,00010,0000200016,Juniper Materials SpA,SPM-100090,Stainless clamp type 31,MG60,1000,1000,P03,1020,2.0,PC,1231.47,EUR,2462.94,2024-09-08,2024-09-23,2024-09-23,460016290,NT60,Approved,BUYER02,BUYER12,0,2024-09-27,Professional Services,Audit,Contracted,Non-preferred,1231.47,1231.47,Paid
5500566,00020,0000200016,Juniper Materials SpA,SPM-100084,Compact licence pack type 29,MG15,1000,1000,P05,1020,42.0,KG,536.43,EUR,22530.06,2024-09-24,2024-11-02,2024-11-05,460016284,Z030,Approved,BUYER02,BUYER12,2,2024-09-27,Components,Fasteners,Contracted,Non-preferred,536.43,536.43,Paid
5500566,00030,0000200016,Juniper Materials SpA,SPM-100267,Modular filter type 45,MG45,1000,1000,P01,1020,15.0,BOX,102.64,EUR,1539.6,2024-09-20,2024-10-06,2024-10-10,460016467,Z030,Approved,BUYER04,BUYER08,1,2024-09-27,Facilities,Maintenance,Contracted,Non-preferred,102.64,102.64,Overdue
5500568,00010,0000200017,Larkspur Logistics AS,SPM-100255,Insulated coupling type 41,MG25,2000,2000,P05,2020,90.0,EA,5.07,USD,456.3,2024-09-20,2024-10-27,2024-10-25,460017455,NT60,Approved,BUYER14,BUYER05,2,2024-09-27,Packaging,Labels,Contracted,Preferred,5.07,5.07,Paid
5500568,00020,0000200017,Larkspur Logistics AS,SPM-100069,Reinforced control unit type 24,MG55,2000,2000,P01,2020,37.0,KG,721.58,USD,26698.46,2024-09-22,2024-10-08,2024-10-12,460017269,Z045,Approved,BUYER08,BUYER07,0,2024-09-27,Laboratory,Instruments,Contracted,Preferred,721.58,721.58,Paid
5500568,00030,0000200017,Larkspur Logistics AS,SPM-100036,High-temperature control unit type 13,MG15,2000,2000,P03,2010,16.0,L,555.06,USD,8880.96,2024-09-08,2024-09-20,2024-09-22,460017236,Z030,Approved,BUYER05,BUYER10,3,2024-09-27,Components,Fasteners,Contracted,Preferred,555.06,555.06,Open
5500599,00010,0000200038,Hollowbrook Industrie GmbH,SPM-100129,Stainless licence pack type 44,MG30,3000,3000,P01,3010,240.0,L,13.93,GBP,3343.2,2024-09-07,2024-10-17,2024-10-19,460038329,NT60,Approved,BUYER01,BUYER06,2,2024-09-27,Raw Materials,Metals,Contracted,Preferred,13.93,13.93,Open
5500599,00020,0000200038,Hollowbrook Industrie GmbH,SPM-100123,Recycled housing type 42,MG45,3000,3000,P02,3010,42.0,L,281.53,GBP,11824.26,2024-09-09,2024-09-30,2024-10-01,460038323,Z030,Approved,BUYER09,BUYER03,0,2024-09-27,Facilities,Energy,Contracted,Preferred,281.53,281.53,Paid
5501639,00010,0000200021,Pinnacle Components SA,SPM-100213,Low-friction valve type 27,MG55,1000,1000,P02,1010,88.0,KG,2146.97,EUR,188933.36,2024-09-21,2024-10-07,2024-10-04,,Z030,Approved,BUYER12,BUYER12,3,2024-09-27,Laboratory,Instruments,Not contracted,Non-preferred,2146.97,2146.97,Paid
5501705,00010,0000200040,Kingsley Supply Ltd,SPM-100072,Low-friction cartridge type 25,MG41,5000,5000,P01,5010,62.0,BOX,6558.06,SEK,406599.72,2024-09-16,2024-10-01,2024-10-03,460040272,Z045,Approved,BUYER12,BUYER14,1,2024-09-27,IT and Telecom,Hardware,Contracted,Preferred,5230.23,6558.06,Overdue
5500545,00010,0000200006,Alpenrose Technologies Oy,SPM-100303,Low-friction pulley type 12,MG25,1000,1000,P02,1010,379.0,PC,8.35,EUR,3164.65,2024-09-15,2024-10-15,2024-10-13,460006503,NT60,Approved,BUYER03,BUYER14,3,2024-09-28,Packaging,Cartons,Contracted,Non-preferred,8.35,8.35,Paid
5500554,00010,0000200010,Driftwood Engineering Sp. z o.o.,SPM-100030,Reinforced connector type 11,MG50,5000,5000,P01,5010,11.0,L,2940.36,SEK,32343.96,2024-09-22,2024-10-04,2024-10-04,460010230,Z045,Approved,BUYER01,BUYER13,0,2024-09-28,Logistics,Couriers,Contracted,Preferred,2940.36,2940.36,Paid
5500554,00020,0000200010,Driftwood Engineering Sp. z o.o.,SPM-100291,Recycled coupling type 8,MG35,5000,5000,P05,5010,50.0,PC,3874.44,SEK,193722.0,2024-09-16,2024-10-20,2024-10-21,460010491,NT30,Approved,BUYER03,BUYER07,2,2024-09-28,Facilities,Cleaning,Contracted,Preferred,3874.44,3874.44,Overdue
5500577,00010,0000200023,Redstone Materials SpA,SPM-100093,Reinforced seal ring type 32,MG55,3000,3000,P02,3010,5.0,KG,895.32,GBP,4476.6,2024-09-25,2024-10-30,2024-10-30,460023293,Z030,Approved,BUYER07,BUYER09,3,2024-09-28,Laboratory,Consumables,Contracted,Preferred,895.32,895.32,Open
5500577,00020,0000200023,Redstone Materials SpA,SPM-100333,High-temperature valve type 22,MG55,3000,3000,P01,3010,6.0,L,2126.07,GBP,12756.42,2024-09-18,2024-10-18,2024-10-15,460023533,NT60,Approved,BUYER10,BUYER03,0,2024-09-28,Laboratory,Consumables,Contracted,Preferred,2126.07,2126.07,Paid
5500577,00030,0000200023,Redstone Materials SpA,SPM-100180,Recycled sensor type 16,MG15,3000,3000,P04,3010,33.0,EA,275.82,GBP,9102.06,2024-09-25,2024-10-28,2024-10-28,460023380,Z030,Approved,BUYER10,BUYER01,2,2024-09-28,Components,Fasteners,Contracted,Preferred,275.82,275.82,Overdue
5501717,00010,0000200008,Bramble Logistics AS,SPM-100324,Stainless pulley type 19,MG15,3000,3000,P01,3010,36.0,EA,715.4,GBP,25754.4,2024-09-19,2024-10-29,2024-10-28,460008524,Z045,Approved,BUYER07,BUYER14,0,2024-09-28,Components,Mechanical,Contracted,Preferred,509.99,715.4,Paid
5500635,00010,0000200019,Northgate Technologies Oy,SPM-100060,Modular adapter type 21,MG10,4000,4000,P05,4010,15.0,L,612.28,CHF,9184.2,2024-09-11,2024-09-25,2024-09-24,460019260,Z030,Approved,BUYER05,BUYER13,0,2024-10-01,Components,Fasteners,Contracted,Preferred,612.28,612.28,Paid
5500635,00020,0000200019,Northgate Technologies Oy,SPM-100207,Stainless filter type 25,MG25,4000,4000,P02,4010,268.0,PC,0.67,CHF,179.56,2024-09-25,2024-11-01,2024-11-01,460019407,NT60,Approved,BUYER04,BUYER12,2,2024-10-01,Packaging,Cartons,Contracted,Preferred,0.67,0.67,Overdue
5500635,00030,0000200019,Northgate Technologies Oy,SPM-100039,High-temperature pallet type 14,MG25,4000,4000,P03,4010,368.0,EA,8.99,CHF,3308.32,2024-09-23,2024-10-18,2024-10-16,460019239,Z030,Approved,BUYER09,BUYER03,3,2024-10-01,Packaging,Cartons,Contracted,Preferred,8.99,8.99,Paid
5500642,00010,0000200023,Redstone Materials SpA,SPM-100240,Heavy-duty valve type 36,MG40,3000,3000,P03,3010,6.0,KG,771.47,GBP,4628.82,2024-09-20,2024-10-27,2024-10-29,460023440,NT30,Approved,BUYER13,BUYER10,3,2024-10-01,IT and Telecom,Software Licences,Contracted,Preferred,771.47,771.47,Overdue
5500642,00020,0000200023,Redstone Materials SpA,SPM-100093,Reinforced seal ring type 32,MG55,3000,3000,P03,3010,2.0,KG,906.19,GBP,1812.38,2024-09-14,2024-09-29,2024-10-01,460023293,NT60,Approved,BUYER08,BUYER05,1,2024-10-01,Laboratory,Consumables,Contracted,Preferred,906.19,906.19,Overdue
5500618,00010,0000200006,Alpenrose Technologies Oy,SPM-100339,High-temperature spindle type 24,MG35,1000,1000,P01,1010,36.0,EA,377.08,EUR,13574.88,2024-09-29,2024-10-22,2024-10-25,460006539,Z045,Approved,BUYER14,BUYER04,0,2024-10-02,Facilities,Maintenance,Contracted,Non-preferred,377.08,377.08,Paid
5500648,00010,0000200026,Umbra Technologies Oy,SPM-100330,Heavy-duty bearing type 21,MG60,1000,1000,P02,1010,7.0,PC,1629.01,EUR,11403.07,2024-09-24,2024-10-06,2024-10-09,460026530,NT60,Approved,BUYER02,BUYER05,1,2024-10-02,Professional Services,Training,Contracted,Non-preferred,1629.01,1629.01,Open
5500651,00010,0000200028,Westford Technologies Oy,SPM-100087,Certified terminal block type 30,MG25,3000,3000,P04,3010,241.0,EA,10.02,GBP,2414.82,2024-09-29,2024-10-20,2024-10-24,460028287,Z045,Approved,BUYER06,BUYER01,0,2024-10-02,Packaging,Labels,Contracted,Preferred,10.02,10.02,Open
5500651,00020,0000200028,Westford Technologies Oy,SPM-100294,Certified bracket type 9,MG50,3000,3000,P03,3010,25.0,L,193.62,GBP,4840.5,2024-09-19,2024-10-23,2024-10-25,460028494,NT60,Approved,BUYER10,BUYER10,2,2024-10-02,Logistics,Couriers,Contracted,Preferred,193.62,193.62,Open
5500611,00010,0000200002,Bluepeak Logistics AS,SPM-100222,Stainless service block type 30,MG50,2000,2000,P02,2020,5.0,KG,927.93,USD,4639.65,2024-09-26,2024-10-18,2024-10-22,460002422,Z045,Approved,BUYER07,BUYER11,2,2024-10-03,Logistics,Couriers,Contracted,Preferred,927.93,927.93,Open
5500611,00020,0000200002,Bluepeak Logistics AS,SPM-100093,Reinforced seal ring type 32,MG55,2000,2000,P04,2020,5.0,KG,1138.67,USD,5693.35,2024-09-17,2024-10-02,2024-10-01,460002293,NT60,Approved,BUYER01,BUYER07,3,2024-10-03,Laboratory,Consumables,Contracted,Preferred,1138.67,1138.67,Overdue
5500611,00030,0000200002,Bluepeak Logistics AS,SPM-100027,Insulated bracket type 10,MG45,2000,2000,P02,2010,20.0,EA,396.83,USD,7936.6,2024-09-23,2024-10-15,2024-10-16,460002227,NT60,Approved,BUYER03,BUYER05,2,2024-10-03,Facilities,Cleaning,Contracted,Preferred,396.83,396.83,Paid
5501822,00010,0000200034,Dunmore Industrie GmbH,SPM-100264,Certified relay type 44,MG41,4000,4000,P02,4010,61.0,BOX,1409.63,CHF,85987.43,2024-09-26,2024-11-02,2024-11-03,460034464,NT30,Approved,BUYER03,BUYER01,3,2024-10-03,IT and Telecom,Hardware,Contracted,Non-preferred,1409.63,1409.63,Overdue
5500615,00010,0000200004,Ravenna Systems Inc,SPM-900003,Precision tooling assembly type 2,MG90,4000,4000,P05,4010,3.0,PC,3409.28,CHF,10227.84,2024-09-18,2024-09-29,2024-10-01,460004103,Z045,Approved,BUYER05,BUYER01,1,2024-10-04,Specialised Tooling,Custom Tooling,Contracted,Preferred,3409.28,3409.28,Paid
5500652,00010,0000200029,Yarrow Technologies Oy,SPM-100303,Low-friction pulley type 12,MG25,4000,4000,P05,4010,350.0,PC,7.97,CHF,2789.5,2024-09-18,2024-10-12,2024-10-11,460029503,NT30,Approved,BUYER02,BUYER07,3,2024-10-04,Packaging,Cartons,Contracted,Preferred,7.97,7.97,Overdue
5500652,00020,0000200029,Yarrow Technologies Oy,SPM-100102,High-temperature sensor type 35,MG50,4000,4000,P04,4010,44.0,PC,684.72,CHF,30127.68,2024-09-27,2024-11-01,2024-10-29,460029302,NT30,Approved,BUYER05,BUYER12,2,2024-10-04,Logistics,Freight,Contracted,Preferred,684.72,684.72,Paid
5500662,00010,0000200037,Glenmore Technologies Oy,SPM-100324,Stainless pulley type 19,MG15,2000,2000,P03,2020,16.0,EA,642.38,USD,10278.08,2024-09-21,2024-10-26,2024-10-25,460037524,Z045,Approved,BUYER02,BUYER02,2,2024-10-04,Components,Mechanical,Contracted,Preferred,642.38,642.38,Paid
5500662,00020,0000200037,Glenmore Technologies Oy,SPM-100162,Industrial pulley type 10,MG60,2000,2000,P02,2010,10.0,BOX,1866.17,USD,18661.7,2024-09-25,2024-10-24,2024-10-24,460037362,Z030,Approved,BUYER09,BUYER11,2,2024-10-04,Professional Services,Audit,Contracted,Preferred,1866.17,1866.17,Paid
5500662,00030,0000200037,Glenmore Technologies Oy,SPM-100138,Industrial adapter type 2,MG60,2000,2000,P01,2010,25.0,KG,329.08,USD,8227.0,2024-10-02,2024-10-19,2024-10-22,460037338,NT60,Approved,BUYER05,BUYER08,1,2024-10-04,Professional Services,Training,Contracted,Preferred,329.08,329.08,Paid
5500616,00010,0000200005,Kestrel Trading BV,SPM-100150,Certified terminal block type 6,MG50,5000,5000,P05,5010,26.0,EA,5316.33,SEK,138224.58,2024-09-26,2024-10-16,2024-10-15,460005350,NT45,Approved,BUYER12,BUYER01,1,2024-10-05,Logistics,Warehousing,Contracted,Preferred,5316.33,5316.33,Paid
5500616,00020,0000200005,Kestrel Trading BV,SPM-100090,Stainless clamp type 31,MG60,5000,5000,P03,5010,5.0,PC,14021.05,SEK,70105.25,2024-09-26,2024-10-26,2024-10-30,460005290,Z030,Approved,BUYER02,BUYER04,1,2024-10-05,Professional Services,Audit,Contracted,Preferred,14021.05,14021.05,Overdue
5500621,00010,0000200008,Bramble Logistics AS,SPM-100183,Insulated bracket type 17,MG25,3000,3000,P03,3010,200.0,BOX,9.53,GBP,1906.0,2024-09-15,2024-10-08,2024-10-11,460008383,NT60,Approved,BUYER06,BUYER12,1,2024-10-05,Packaging,Labels,Contracted,Preferred,9.53,9.53,Open
5500621,00020,0000200008,Bramble Logistics AS,SPM-100180,Recycled sensor type 16,MG15,3000,3000,P05,3010,24.0,EA,276.57,GBP,6637.68,2024-09-21,2024-10-22,2024-10-23,460008380,NT60,Approved,BUYER09,BUYER05,2,2024-10-05,Components,Fasteners,Contracted,Preferred,276.57,276.57,Paid
5500621,00030,0000200008,Bramble Logistics AS,SPM-100036,High-temperature control unit type 13,MG15,3000,3000,P02,3010,18.0,L,436.78,GBP,7862.04,2024-09-26,2024-11-01,2024-11-05,460008236,Z030,Approved,BUYER04,BUYER01,1,2024-10-05,Components,Fasteners,Contracted,Preferred,436.78,436.78,Open
5500622,00010,0000200008,Bramble Logistics AS,SPM-100084,Compact licence pack type 29,MG15,3000,3000,P02,3010,18.0,KG,452.62,GBP,8147.16,2024-10-03,2024-10-22,2024-10-20,460008284,Z045,Approved,BUYER01,BUYER06,1,2024-10-05,Components,Fasteners,Contracted,Preferred,452.62,452.62,Overdue
5500639,00010,0000200022,Quarry Supply Ltd,SPM-100198,Insulated housing type 22,MG50,2000,2000,P01,2020,17.0,BOX,762.24,USD,12958.08,2024-09-22,2024-10-16,2024-10-16,460022398,Z045,Approved,BUYER07,BUYER08,0,2024-10-05,Logistics,Warehousing,Contracted,Preferred,762.24,762.24,Paid
5500639,00020,0000200022,Quarry Supply Ltd,SPM-100207,Stainless filter type 25,MG25,2000,2000,P02,2020,58.0,PC,0.75,USD,43.5,2024-10-03,2024-11-11,2024-11-14,460022407,Z030,Approved,BUYER12,BUYER11,2,2024-10-05,Packaging,Cartons,Contracted,Preferred,0.75,0.75,Open
5500653,00010,0000200030,Zenith Engineering Sp. z o.o.,SPM-100132,Low-friction control unit type 45,MG15,5000,5000,P05,5010,46.0,BOX,7223.8,SEK,332294.8,2024-09-24,2024-10-25,2024-10-25,460030332,NT45,Approved,BUYER04,BUYER07,1,2024-10-05,Components,Fasteners,Contracted,Preferred,7223.8,7223.8,Paid
5500653,00020,0000200030,Zenith Engineering Sp. z o.o.,SPM-100039,High-temperature pallet type 14,MG25,5000,5000,P04,5010,52.0,EA,108.99,SEK,5667.48,2024-09-17,2024-10-24,2024-10-21,460030239,NT30,Approved,BUYER12,BUYER05,1,2024-10-05,Packaging,Cartons,Contracted,Preferred,108.99,108.99,Open
5500645,00010,0000200025,Thornbury Components SA,SPM-100081,Stainless filter type 28,MG30,5000,5000,P01,5010,147.0,L,407.91,SEK,59962.77,2024-09-26,2024-11-01,2024-11-01,460025281,NT30,Approved,BUYER01,BUYER14,3,2024-10-06,Raw Materials,Metals,Contracted,Preferred,407.91,407.91,Open
5501688,00010,0000200004,Ravenna Systems Inc,SPM-900003,Precision tooling assembly type 2,MG90,4000,4000,P01,4010,12.0,PC,3390.01,CHF,40680.12,2024-09-22,2024-10-07,2024-10-10,460004103,NT60,Approved,BUYER04,BUYER08,1,2024-10-06,Specialised Tooling,Custom Tooling,Contracted,Preferred,3390.01,3390.01,Paid
5500623,00010,0000200009,Cobalt Manufacturing AG,SPM-100330,Heavy-duty bearing type 21,MG60,4000,4000,P02,4010,5.0,PC,1556.79,CHF,7783.95,2024-09-29,2024-10-13,2024-10-13,460009530,NT45,Approved,BUYER03,BUYER11,0,2024-10-07,Professional Services,Training,Contracted,Preferred,1556.79,1556.79,Paid
5500623,00020,0000200009,Cobalt Manufacturing AG,SPM-100186,Low-friction clamp type 18,MG60,4000,4000,P02,4010,6.0,KG,1601.78,CHF,9610.68,2024-09-21,2024-10-17,2024-10-18,460009386,NT60,Approved,BUYER14,BUYER02,0,2024-10-07,Professional Services,Audit,Contracted,Preferred,1601.78,1601.78,Paid
5500623,00030,0000200009,Cobalt Manufacturing AG,SPM-100204,High-temperature filter type 24,MG10,4000,4000,P04,4010,7.0,L,552.65,CHF,3868.55,2024-09-23,2024-10-13,2024-10-12,460009404,Z030,Approved,BUYER05,BUYER13,3,2024-10-07,Components,Electrical,Contracted,Preferred,552.65,552.65,Paid
5500633,00010,0000200019,Northgate Technologies Oy,SPM-100147,Insulated connector type 5,MG35,4000,4000,P01,4010,43.0,KG,179.76,CHF,7729.68,2024-09-22,2024-10-08,2024-10-12,460019347,Z030,Approved,BUYER06,BUYER12,3,2024-10-07,Facilities,Energy,Contracted,Preferred,179.76,179.76,Paid
5500633,00020,0000200019,Northgate Technologies Oy,SPM-100207,Stainless filter type 25,MG25,4000,4000,P02,4010,205.0,PC,0.67,CHF,137.35,2024-09-18,2024-10-08,2024-10-05,460019407,NT45,Approved,BUYER10,BUYER11,3,2024-10-07,Packaging,Cartons,Contracted,Preferred,0.67,0.67,Paid
5500640,00010,0000200022,Quarry Supply Ltd,SPM-100054,Stainless licence pack type 19,MG50,2000,2000,P01,2010,46.0,EA,182.87,USD,8412.02,2024-09-19,2024-10-23,2024-10-22,460022254,NT30,Approved,BUYER10,BUYER03,2,2024-10-07,Logistics,Warehousing,Contracted,Preferred,182.87,182.87,Overdue
5500640,00020,0000200022,Quarry Supply Ltd,SPM-100198,Insulated housing type 22,MG50,2000,2000,P05,2010,21.0,BOX,760.73,USD,15975.33,2024-09-17,2024-10-01,2024-09-28,460022398,NT30,Approved,BUYER07,BUYER06,0,2024-10-07,Logistics,Warehousing,Contracted,Preferred,760.73,760.73,Open
5500640,00030,0000200022,Quarry Supply Ltd,SPM-100276,Heavy-duty filter type 3,MG15,2000,2000,P01,2020,6.0,KG,382.48,USD,2294.88,2024-09-17,2024-10-09,2024-10-12,460022476,Z045,Approved,BUYER08,BUYER12,0,2024-10-07,Components,Fasteners,Contracted,Preferred,382.48,382.48,Open
5500646,00010,0000200025,Thornbury Components SA,SPM-100309,Certified connector type 14,MG55,5000,5000,P05,5010,29.0,KG,4614.8,SEK,133829.2,2024-09-30,2024-10-14,2024-10-15,460025509,Z045,Approved,BUYER03,BUYER08,3,2024-10-07,Laboratory,Consumables,Contracted,Preferred,4614.8,4614.8,Paid
5500629,00010,0000200012,Fairmont Materials SpA,SPM-100336,Compact pallet type 23,MG40,2000,2000,P05,2020,1.0,KG,2257.43,USD,2257.43,2024-09-29,2024-11-03,2024-11-06,460012536,NT45,Approved,BUYER12,BUYER09,1,2024-10-08,IT and Telecom,Hardware,Contracted,Preferred,2257.43,2257.43,Overdue
5500629,00020,0000200012,Fairmont Materials SpA,SPM-100357,Stainless cartridge type 30,MG55,2000,2000,P03,2020,2.0,EA,2096.55,USD,4193.1,2024-09-30,2024-10-18,2024-10-19,460012557,NT60,Approved,BUYER06,BUYER11,2,2024-10-08,Laboratory,Consumables,Contracted,Preferred,2096.55,2096.55,Paid
