BELNR,LIFNR,NAME1,EBELN,EBELP,BLDAT,BUDAT,MENGE,NETPR,WRBTR,MWSTS,FREIGHT,WAERS,RMWWR,ZTERM,LFBNR
INV-2026-00318,0000700018,Meridian Logistics AS,4500000318,00010,2026-02-07,2026-02-08,26.0,377.72,9820.72,1865.94,120.0,EUR,11806.66,NT60,5000000318
INV-2026-00319,0000700019,Northgate Industrie GmbH,4500000319,00010,2026-04-12,2026-04-13,50.0,403.58,20179.0,3834.01,120.0,USD,24133.01,NT30,5000000319
INV-2026-00320,0000700020,Orchard Components SA,4500000320,00010,2026-02-27,2026-02-28,60.0,41.17,2470.2,469.34,49.4,GBP,2988.94,NT45,5000000320
INV-2026-00321,0000700021,Pinnacle Manufacturing AG,4500000321,00010,2026-03-30,2026-03-31,22.0,419.7,9233.4,1754.35,120.0,EUR,11107.75,NT45,5000000321
INV-2026-00322,0000700022,Quarry Materials SpA,4500000322,00010,2026-03-09,2026-03-10,54.0,521.38,28154.52,5349.36,120.0,EUR,33623.88,NT30,5000000322
INV-2026-00323,0000700023,Redstone Industrie GmbH,4500000323,00010,2026-01-28,2026-01-29,49.0,281.83,13809.67,2623.84,120.0,EUR,16553.51,NT45,5000000323
INV-2026-00324,0000700024,Summit Manufacturing AG,4500000324,00010,2026-02-05,2026-02-06,18.0,149.13,2684.34,510.02,53.69,USD,3248.05,NT60,5000000324
INV-2026-00325,0000700025,Thornbury Components SA,4500000325,00010,2026-05-02,2026-05-03,23.0,377.91,8691.93,1651.47,120.0,EUR,10463.4,NT30,5000000325
INV-2026-00326,0000700026,Umbra Systems Inc,4500000326,00010,2026-04-16,2026-04-17,53.0,204.6,10843.8,2060.32,120.0,EUR,13024.12,NT45,5000000326
INV-2026-00327,0000700027,Valemont Manufacturing AG,4500000327,00010,2026-02-04,2026-02-05,43.0,293.94,12639.42,2401.49,120.0,EUR,15160.91,NT60,5000000327
INV-2026-00328,0000700028,Westford Trading BV,4500000328,00010,2026-04-09,2026-04-10,9.0,572.57,5153.13,979.09,103.06,USD,6235.28,NT60,5000000328
INV-2026-00329,0000700029,Yarrow Supply Ltd,4500000329,00010,2026-04-28,2026-04-29,33.0,251.32,8293.56,1575.78,120.0,USD,9989.34,NT45,5000000329
INV-2026-00330,0000700030,Zenith Materials SpA,4500000330,00010,2026-03-17,2026-03-18,13.0,264.99,3444.87,654.53,68.9,EUR,4168.3,NT60,5000000330
INV-2026-00331,0000700001,Nordwind Industrie GmbH,4500000331,00010,2026-05-03,2026-05-04,25.0,369.02,9225.5,1752.85,120.0,EUR,11098.35,NT30,5000000331
INV-2026-00332,0000700002,Bluepeak Manufacturing AG,4500000332,00010,2026-03-12,2026-03-13,10.0,283.23,2832.3,538.14,56.65,EUR,3427.09,NT30,5000000332
INV-2026-00333,0000700003,Vertex Trading BV,4500000333,00010,2026-01-09,2026-01-10,27.0,172.68,4662.36,885.85,93.25,EUR,5641.46,NT30,5000000333
INV-2026-00334,0000700004,Ravenna Trading BV,4500000334,00010,2026-01-20,2026-01-21,34.0,204.15,6941.1,1318.81,120.0,EUR,8379.91,NT45,5000000334
INV-2026-00335,0000700005,Kestrel Supply Ltd,4500000335,00010,2026-02-20,2026-02-21,32.0,94.61,3027.52,575.23,60.55,EUR,3663.3,NT30,5000000335
INV-2026-00336,0000700006,Alpenrose Logistics AS,4500000336,00010,2026-04-06,2026-04-07,4.0,50.86,203.44,38.65,4.07,EUR,246.16,NT45,5000000336
INV-2026-00337,0000700007,Silverline Components SA,4500000337,00010,2026-05-03,2026-05-04,21.0,258.24,5423.04,1030.38,108.46,GBP,6561.88,NT60,5000000337
INV-2026-00338,0000700008,Bramble Technologies Oy,4500000338,00010,2026-05-23,2026-05-24,39.0,213.45,8324.55,1581.66,120.0,EUR,10026.21,NT60,5000000338
INV-2026-00339,0000700009,Cobalt Systems Inc,4500000339,00010,2026-02-24,2026-02-25,33.0,245.85,8113.05,1541.48,120.0,EUR,9774.53,NT60,5000000339
INV-2026-00340,0000700010,Driftwood Industrie GmbH,4500000340,00010,2026-05-09,2026-05-10,57.0,96.02,5473.14,1039.9,109.46,USD,6622.5,NT45,5000000340
INV-2026-00341,0000700011,Ember Materials SpA,4500000341,00010,2026-05-10,2026-05-11,16.0,460.14,7362.24,1398.83,120.0,EUR,8881.07,NT60,5000000341
INV-2026-00342,0000700012,Fairmont Systems Inc,4500000342,00010,2026-03-12,2026-03-13,8.0,361.76,2894.08,549.88,57.88,EUR,3501.84,NT30,5000000342
INV-2026-00343,0000700013,Granite Trading BV,4500000343,00010,2026-06-02,2026-06-03,6.0,459.32,2755.92,523.62,55.12,GBP,3334.66,NT30,5000000343
INV-2026-00344,0000700014,Harbourview Components SA,4500000344,00010,2026-01-10,2026-01-11,58.0,319.87,18552.46,3524.97,120.0,EUR,22197.43,NT45,5000000344
INV-2026-00345,0000700015,Ironwood Supply Ltd,4500000345,00010,2026-03-06,2026-03-07,33.0,67.03,2211.99,420.28,44.24,EUR,2676.51,NT60,5000000345
INV-2026-00346,0000700016,Juniper Technologies Oy,4500000346,00010,2026-04-18,2026-04-19,1.0,539.49,539.49,102.5,10.79,EUR,652.78,NT60,5000000346
INV-2026-00347,0000700017,Larkspur Manufacturing AG,4500000347,00010,2026-01-25,2026-01-26,20.0,92.58,1851.6,351.8,37.03,USD,2240.43,NT60,5000000347
INV-2026-00348,0000700018,Meridian Logistics AS,4500000348,00010,2026-05-17,2026-05-18,21.0,255.53,5366.13,1019.56,107.32,USD,6493.01,NT30,5000000348
INV-2026-00349,0000700019,Northgate Industrie GmbH,4500000349,00010,2026-02-22,2026-02-23,54.0,468.8,25315.2,4809.89,120.0,GBP,30245.09,NT45,5000000349
INV-2026-00350,0000700020,Orchard Components SA,4500000350,00010,2026-01-19,2026-01-20,36.0,42.75,1539.0,292.41,30.78,EUR,1862.19,NT30,5000000350
INV-2026-00351,0000700021,Pinnacle Manufacturing AG,4500000351,00010,2026-04-08,2026-04-09,28.0,380.33,10649.24,2023.36,120.0,EUR,12792.6,NT45,5000000351
INV-2026-00352,0000700022,Quarry Materials SpA,4500000352,00010,2026-04-02,2026-04-03,57.0,48.75,2778.75,527.96,55.58,GBP,3362.29,NT45,5000000352
INV-2026-00353,0000700023,Redstone Industrie GmbH,4500000353,00010,2026-02-05,2026-02-06,22.0,486.58,10704.76,2033.9,120.0,EUR,12858.66,NT60,5000000353
INV-2026-00354,0000700024,Summit Manufacturing AG,4500000354,00010,2026-03-07,2026-03-08,9.0,347.86,3130.74,594.84,62.61,EUR,3788.19,NT30,5000000354
INV-2026-00355,0000700025,Thornbury Components SA,4500000355,00010,2026-05-18,2026-05-19,28.0,455.33,12749.24,2422.36,120.0,GBP,15291.6,NT45,5000000355
INV-2026-00356,0000700026,Umbra Systems Inc,4500000356,00010,2026-03-22,2026-03-23,17.0,426.88,7256.96,1378.82,120.0,USD,8755.78,NT45,5000000356
INV-2026-00357,0000700027,Valemont Manufacturing AG,4500000357,00010,2026-04-14,2026-04-15,31.0,597.05,18508.55,3516.62,120.0,EUR,22145.17,NT60,5000000357
INV-2026-00358,0000700028,Westford Trading BV,4500000358,00010,2026-02-06,2026-02-07,13.0,107.77,1401.01,266.19,28.02,USD,1695.22,NT60,5000000358
INV-2026-00359,0000700029,Yarrow Supply Ltd,4500000359,00010,2026-04-23,2026-04-24,54.0,493.05,26624.7,5058.69,120.0,GBP,31803.39,NT30,5000000359
INV-2026-00360,0000700030,Zenith Materials SpA,4500000360,00010,2026-05-25,2026-05-26,43.0,344.9,14830.7,2817.83,120.0,EUR,17768.53,NT30,5000000360
INV-2026-00361,0000700001,Nordwind Industrie GmbH,4500000361,00010,2026-03-01,2026-03-02,4.0,46.97,187.88,35.7,3.76,EUR,227.34,NT60,5000000361
INV-2026-00362,0000700002,Bluepeak Manufacturing AG,4500000362,00010,2026-04-07,2026-04-08,39.0,292.6,11411.4,2168.17,120.0,USD,13699.57,NT45,5000000362
INV-2026-00363,0000700003,Vertex Trading BV,4500000363,00010,2026-04-17,2026-04-18,4.0,453.27,1813.08,344.49,36.26,EUR,2193.83,NT45,5000000363
INV-2026-00364,0000700004,Ravenna Trading BV,4500000364,00010,2026-05-17,2026-05-18,7.0,237.43,1662.01,315.78,33.24,EUR,2011.03,NT45,5000000364
INV-2026-00365,0000700005,Kestrel Supply Ltd,4500000365,00010,2026-02-16,2026-02-17,49.0,468.86,22974.14,4365.09,120.0,USD,27459.23,NT30,5000000365
INV-2026-00366,0000700006,Alpenrose Logistics AS,4500000366,00010,2026-01-25,2026-01-26,55.0,289.82,15940.1,3028.62,120.0,EUR,19088.72,NT60,5000000366
INV-2026-00367,0000700007,Silverline Components SA,4500000367,00010,2026-04-28,2026-04-29,18.0,96.14,1730.52,328.8,34.61,EUR,2093.93,NT30,5000000367
INV-2026-00368,0000700008,Bramble Technologies Oy,4500000368,00010,2026-03-09,2026-03-10,15.0,572.87,8593.05,1632.68,120.0,EUR,10345.73,NT60,5000000368
INV-2026-00369,0000700009,Cobalt Systems Inc,4500000369,00010,2026-04-29,2026-04-30,14.0,392.93,5501.02,1045.19,110.02,USD,6656.23,NT45,5000000369
INV-2026-00370,0000700010,Driftwood Industrie GmbH,4500000370,00010,2026-05-06,2026-05-07,56.0,320.35,17939.6,3408.52,120.0,EUR,21468.12,NT45,5000000370
INV-2026-00371,0000700011,Ember Materials SpA,4500000371,00010,2026-03-25,2026-03-26,23.0,461.58,10616.34,2017.1,120.0,GBP,12753.44,NT45,5000000371
INV-2026-00372,0000700012,Fairmont Systems Inc,4500000372,00010,2026-03-09,2026-03-10,18.0,324.62,5843.16,1110.2,116.86,EUR,7070.22,NT45,5000000372
INV-2026-00373,0000700013,Granite Trading BV,4500000373,00010,2026-01-14,2026-01-15,36.0,147.02,5292.72,1005.62,105.85,EUR,6404.19,NT45,5000000373
INV-2026-00374,0000700014,Harbourview Components SA,4500000374,00010,2026-04-14,2026-04-15,50.0,528.5,26425.0,5020.75,120.0,EUR,31565.75,NT60,5000000374
INV-2026-00375,0000700015,Ironwood Supply Ltd,4500000375,00010,2026-04-06,2026-04-07,51.0,44.28,2258.28,429.07,45.17,GBP,2732.52,NT45,5000000375
INV-2026-00376,0000700016,Juniper Technologies Oy,4500000376,00010,2026-01-31,2026-02-01,11.0,108.42,1192.62,226.6,23.85,GBP,1443.07,NT30,5000000376
INV-2026-00377,0000700017,Larkspur Manufacturing AG,4500000377,00010,2026-03-05,2026-03-06,1.0,126.04,126.04,23.95,2.52,EUR,152.51,NT45,5000000377
INV-2026-00378,0000700018,Meridian Logistics AS,4500000378,00010,2026-03-03,2026-03-04,37.0,92.98,3440.26,653.65,68.81,USD,4162.72,NT30,5000000378
INV-2026-00379,0000700019,Northgate Industrie GmbH,4500000379,00010,2026-01-23,2026-01-24,12.0,517.83,6213.96,1180.65,120.0,EUR,7514.61,NT45,5000000379
INV-2026-00380,0000700020,Orchard Components SA,4500000380,00010,2026-05-28,2026-05-29,32.0,156.47,5007.04,951.34,100.14,GBP,6058.52,NT30,5000000380
INV-2026-00381,0000700021,Pinnacle Manufacturing AG,4500000381,00010,2026-02-13,2026-02-14,9.0,401.43,3612.87,686.45,72.26,EUR,4371.58,NT60,5000000381
INV-2026-00382,0000700022,Quarry Materials SpA,4500000382,00010,2026-04-13,2026-04-14,41.0,358.83,14712.03,2795.29,120.0,EUR,17627.32,NT60,5000000382
INV-2026-00383,0000700023,Redstone Industrie GmbH,4500000383,00010,2026-05-07,2026-05-08,51.0,368.49,18792.99,3570.67,120.0,EUR,22483.66,NT45,5000000383
INV-2026-00384,0000700024,Summit Manufacturing AG,4500000384,00010,2026-04-23,2026-04-24,34.0,258.27,8781.18,1668.42,120.0,EUR,10569.6,NT60,5000000384
INV-2026-00385,0000700025,Thornbury Components SA,4500000385,00010,2026-03-14,2026-03-15,40.0,382.88,15315.2,2909.89,120.0,EUR,18345.09,NT30,5000000385
INV-2026-00386,0000700026,Umbra Systems Inc,4500000386,00010,2026-03-16,2026-03-17,15.0,373.21,5598.15,1063.65,111.96,EUR,6773.76,NT30,5000000386
INV-2026-00387,0000700027,Valemont Manufacturing AG,4500000387,00010,2026-04-22,2026-04-23,40.0,255.19,10207.6,1939.44,120.0,USD,12267.04,NT30,5000000387
INV-2026-00388,0000700028,Westford Trading BV,4500000388,00010,2026-05-22,2026-05-23,54.0,399.33,21563.82,4097.13,120.0,GBP,25780.95,NT45,5000000388
INV-2026-00389,0000700029,Yarrow Supply Ltd,4500000389,00010,2026-02-21,2026-02-22,40.0,489.95,19598.0,3723.62,120.0,EUR,23441.62,NT30,5000000389
INV-2026-00390,0000700030,Zenith Materials SpA,4500000390,00010,2026-04-29,2026-04-30,29.0,238.8,6925.2,1315.79,120.0,EUR,8360.99,NT45,5000000390
INV-2026-00391,0000700001,Nordwind Industrie GmbH,4500000391,00010,2026-02-19,2026-02-20,9.0,464.02,4176.18,793.47,83.52,USD,5053.17,NT30,5000000391
INV-2026-00392,0000700002,Bluepeak Manufacturing AG,4500000392,00010,2026-04-10,2026-04-11,6.0,321.56,1929.36,366.58,38.59,EUR,2334.53,NT60,5000000392
INV-2026-00393,0000700003,Vertex Trading BV,4500000393,00010,2026-04-02,2026-04-03,50.0,50.3,2515.0,477.85,50.3,EUR,3043.15,NT45,5000000393
INV-2026-00394,0000700004,Ravenna Trading BV,4500000394,00010,2026-05-01,2026-05-02,18.0,94.02,1692.36,321.55,33.85,EUR,2047.76,NT45,5000000394
INV-2026-00395,0000700005,Kestrel Supply Ltd,4500000395,00010,2026-04-16,2026-04-17,39.0,94.96,3703.44,703.65,74.07,EUR,4481.16,NT60,5000000395
INV-2026-00396,0000700006,Alpenrose Logistics AS,4500000396,00010,2026-05-13,2026-05-14,12.0,469.46,5633.52,1070.37,112.67,EUR,6816.56,NT45,5000000396
INV-2026-00397,0000700007,Silverline Components SA,4500000397,00010,2026-06-07,2026-06-08,60.0,473.42,28405.2,5396.99,120.0,USD,33922.19,NT45,5000000397
INV-2026-00398,0000700008,Bramble Technologies Oy,4500000398,00010,2026-04-25,2026-04-26,15.0,91.13,1366.95,259.72,27.34,GBP,1654.01,NT45,5000000398
INV-2026-00399,0000700009,Cobalt Systems Inc,4500000399,00010,2026-02-02,2026-02-03,57.0,448.19,25546.83,4853.9,120.0,EUR,30520.73,NT60,5000000399
INV-2026-00400,0000700010,Driftwood Industrie GmbH,4500000400,00010,2026-03-09,2026-03-10,52.0,595.3,30955.6,5881.56,120.0,GBP,36957.16,NT45,5000000400
INV-ANOM-01A,0000700001,Nordwind Industrie GmbH,4590000401,00010,2026-03-20,2026-03-21,10.0,100.0,1000.0,190.0,20.0,EUR,1210.0,NT30,5090000401
INV-ANOM-01B,0000700001,Nordwind Industrie GmbH,4590000402,00010,2026-03-20,2026-03-21,10.0,100.0,1000.0,190.0,20.0,EUR,1210.0,NT30,5090000402
INV-ANOM-02,0000700001,Nordwind Industrie GmbH,4590000403,00010,2026-03-15,2026-03-16,5.0,80.0,400.0,76.0,8.0,EUR,484.0,NT30,5090000403
INV-ANOM-02,0000700001,Nordwind Industrie GmbH,4590000404,00010,2026-04-02,2026-04-03,7.0,120.0,840.0,159.6,16.8,EUR,1016.4,NT30,5090000404
INV-ANOM-03,0000700001,Nordwind Industrie GmbH,4599999999,00010,2026-03-20,2026-03-21,4.0,90.0,360.0,68.4,7.2,EUR,435.6,NT30,
INV-ANOM-04,0000700001,Nordwind Industrie GmbH,4590000405,00010,2026-03-20,2026-03-21,6.0,110.0,660.0,125.4,13.2,EUR,798.6,NT30,
INV-ANOM-05,0000700001,Nordwind Industrie GmbH,4590000406,00010,2026-03-20,2026-03-21,10.0,130.0,1300.0,247.0,26.0,EUR,1573.0,NT30,5090000405
INV-ANOM-06,0000700001,Nordwind Industrie GmbH,4590000407,00010,2026-03-20,2026-03-21,8.0,100.0,800.0,152.0,16.0,EUR,968.0,NT30,5090000406
INV-ANOM-07,0000700001,Nordwind Industrie GmbH,4590000408,00010,2026-03-20,2026-03-21,10.0,100.0,1000.0,250.0,20.0,EUR,1270.0,NT30,5090000407
INV-ANOM-08,0000700001,Nordwind Industrie GmbH,4590000409,00010,2026-03-20,2026-03-21,10.0,100.0,1000.0,190.0,20.0,USD,1210.0,NT30,5090000408
INV-ANOM-09,0000700002,Bluepeak Manufacturing AG,4590000410,00010,2026-03-20,2026-03-21,10.0,100.0,1000.0,190.0,20.0,EUR,1210.0,NT30,5090000409
INV-ANOM-10,0000700001,Nordwind Industrie GmbH,4590000411,00010,2026-03-20,2026-03-21,10.0,100.0,1000.0,190.0,900.0,EUR,2090.0,NT30,5090000410
INV-ANOM-11,0000700001,Nordwind Industrie GmbH,4590000412,00010,2026-02-05,2026-02-06,10.0,100.0,1000.0,190.0,20.0,EUR,1210.0,NT60,5090000411
INV-ANOM-12,0000700001,Nordwind Industrie GmbH,4590000413,00010,2026-02-06,2026-02-07,10.0,100.0,1000.0,190.0,20.0,EUR,1210.0,NT30,5090000412
INV-ANOM-13A,0000700001,Nordwind Industrie GmbH,4590000414,00010,2026-03-12,2026-03-13,10.0,100.0,1000.0,190.0,20.0,EUR,1210.0,NT30,5090000413
INV-ANOM-13B,0000700001,Nordwind Industrie GmbH,4590000414,00010,2026-03-26,2026-03-27,10.0,100.0,1000.0,190.0,20.0,EUR,1210.0,NT30,
INV-ANOM-14,0000700001,Nordwind Industrie GmbH,4590000415,00010,2026-03-18,2026-03-19,10.0,100.0,1000.0,190.0,20.0,EUR,1210.0,NT30,5090000414
INV-ANOM-15,0000700001,Nordwind Industrie GmbH,4590000416,00010,2026-03-10,2026-03-11,10.0,100.0,1000.0,190.0,20.0,EUR,1210.0,NT30,5090000415
INV-ANOM-16,0000700001,Nordwind Industrie GmbH,4590000417,00010,2026-09-15,2026-09-16,10.0,100.0,1000.0,190.0,20.0,EUR,1210.0,NT30,5090000416
INV-ANOM-17,0000700001,Nordwind Industrie GmbH,4590000418,00010,2026-02-07,2026-02-08,10.0,100.0,1000.0,190.0,20.0,EUR,1210.0,NT30,5090000417
